#t dx dy dz
4.641 -21.3119 -7.1075 15.5955
4.642 -21.4028 -6.9174 15.8223
4.643 -21.5566 -6.9706 15.7531
4.644 -21.3887 -7.2213 15.7546
4.645 -21.3014 -7.4693 15.7180
4.646 -21.2935 -7.3094 15.8284
4.647 -21.5891 -7.4132 15.6533
4.648 -21.7573 -7.5339 15.6535
4.649 -21.6973 -7.8130 15.6047
4.65 -21.6876 -7.7693 15.7207
4.651 -21.7049 -7.5599 15.6179
4.652 -21.4663 -7.3047 15.6010
4.653 -21.4657 -7.0814 15.6168
4.654 -21.6978 -7.1948 15.7117
4.655 -21.6465 -7.1990 15.5668
4.656 -22.0244 -7.1663 15.5913
4.657 -21.9945 -7.3878 15.6250
4.658 -21.9660 -7.8150 15.7719
4.659 -21.7859 -7.6834 15.4994
4.66 -21.6400 -7.7121 15.6941
4.661 -21.4859 -7.8952 15.7190
4.662 -21.3577 -7.8100 15.5358
4.663 -21.2750 -7.4496 15.9532
4.664 -21.1898 -7.3153 15.8511
4.665 -21.1553 -7.5612 15.8833
4.666 -21.1559 -7.4428 15.8516
4.667 -21.1521 -7.3964 16.0954
4.668 -21.1326 -7.1197 15.8426
4.669 -21.2393 -7.3648 15.7442
4.67 -21.0299 -7.2577 15.7325
4.671 -21.0706 -7.2497 15.7143
4.672 -21.5133 -7.1590 15.8625
4.673 -21.1540 -6.6769 16.0677
4.674 -21.4181 -6.8042 15.9166
4.675 -21.3726 -6.7678 15.7795
4.676 -21.6191 -6.8663 15.6352
4.677 -21.7067 -6.7034 15.2064
4.678 -21.6611 -6.8676 15.3690
4.679 -21.8776 -6.9516 15.6007
4.68 -21.5375 -6.9675 15.9482
4.681 -21.3074 -7.3243 15.9807
4.682 -21.2235 -7.6381 16.0389
4.683 -21.1428 -7.5936 16.2817
4.684 -21.3481 -7.8586 16.0369
4.685 -21.2631 -7.8944 16.3736
4.686 -21.2861 -8.0556 16.7149
4.687 -21.4347 -8.2320 16.7102
4.688 -21.4248 -8.1621 16.7765
4.689 -21.1006 -7.8930 16.7641
4.69 -21.3215 -7.9056 16.7571
4.691 -21.2139 -7.7864 16.8869
4.692 -21.4094 -7.7103 16.8302
4.693 -21.0374 -7.8060 17.0364
4.694 -20.8305 -8.1748 16.9680
4.695 -21.0044 -8.3134 16.8552
4.696 -21.3838 -8.5850 16.8650
4.697 -21.3836 -8.2836 16.9521
4.698 -21.4153 -8.1915 16.5894
4.699 -21.8222 -8.2808 16.2284
4.7 -22.0149 -8.1166 16.0743
4.701 -22.1115 -8.2428 15.8979
4.702 -21.9173 -8.0255 15.5578
4.703 -21.7631 -8.0881 15.2476
4.704 -22.0398 -7.8006 15.3532
4.705 -21.9086 -7.2976 15.5278
4.706 -21.7047 -7.0133 15.6779
4.707 -21.8497 -6.9351 15.8590
4.708 -21.7449 -6.6787 15.9361
4.709 -21.7693 -6.7789 15.6207
4.71 -21.8199 -6.8506 15.5058
4.711 -21.9440 -6.6011 15.6718
4.712 -22.1840 -6.3996 15.2080
4.713 -22.2224 -6.2487 15.1672
4.714 -22.3548 -5.8752 15.1938
4.715 -22.2592 -5.8621 15.4515
4.716 -22.5077 -5.6938 15.6655
4.717 -22.3536 -5.7789 15.7641
4.718 -22.4076 -5.9582 15.8430
4.719 -22.5323 -5.7755 15.7116
4.72 -22.3715 -5.6801 15.8997
4.721 -22.5276 -5.6880 15.8420
4.722 -22.8108 -5.4768 15.8072
4.723 -22.8184 -5.4608 16.1324
4.724 -22.8478 -5.7154 16.0791
4.725 -22.9389 -5.8476 15.8637
4.726 -23.0300 -5.8429 15.9037
4.727 -22.9334 -5.9185 15.9265
4.728 -23.1395 -6.0468 15.8285
4.729 -23.0113 -6.3962 15.6451
4.73 -22.9836 -6.4394 15.9776
4.731 -22.9036 -5.9481 15.5271
4.732 -23.1177 -5.8260 15.6704
4.733 -23.1348 -5.7667 15.5349
4.734 -23.2359 -5.8001 15.7319
4.735 -23.5633 -6.0054 15.8273
4.736 -23.3278 -6.0008 15.7417
4.737 -23.3094 -6.0641 16.0286
4.738 -23.2935 -6.1133 16.0793
4.739 -23.2580 -5.8691 16.1502
4.74 -23.4263 -6.1260 16.3575
4.741 -23.5551 -5.8917 16.5205
4.742 -23.6208 -5.8489 16.5468
4.743 -23.9815 -5.9663 16.3151
4.744 -23.6452 -5.8368 16.4230
4.745 -23.5929 -5.9485 16.4055
4.746 -23.9896 -5.8908 16.0927
4.747 -24.1552 -5.6404 16.1315
4.748 -23.8725 -5.3945 16.1194
4.749 -24.1295 -5.4753 16.4087
4.75 -24.3471 -5.4304 16.6475
4.751 -24.1169 -5.6983 16.9311
4.752 -24.1020 -5.5934 17.1663
4.753 -24.1124 -5.4895 17.1445
4.754 -24.0876 -5.6627 17.4453
4.755 -24.0926 -5.8235 17.2157
4.756 -24.4068 -5.7121 17.0820
4.757 -24.4697 -6.0710 16.9607
4.758 -24.6175 -6.0242 16.5038
4.759 -24.5244 -5.8335 16.5661
4.76 -24.3263 -5.7046 16.6203
4.761 -24.4882 -5.6427 16.4185
4.762 -24.4895 -5.4519 16.4203
4.763 -24.2299 -5.5624 16.1184
4.764 -24.1311 -5.3003 16.1934
4.765 -24.1937 -5.1664 15.9831
4.766 -24.1438 -5.2066 15.9674
4.767 -24.1191 -5.3813 15.9711
4.768 -23.9443 -5.3147 15.8595
4.769 -23.9346 -5.5008 15.9730
4.77 -23.8561 -5.5576 15.5905
4.771 -23.8046 -5.5784 15.3626
4.772 -23.7480 -5.4284 15.6851
4.773 -24.0081 -5.5697 15.6165
4.774 -24.1313 -5.6628 15.5708
4.775 -24.0363 -5.5585 15.3210
4.776 -23.9755 -5.5755 15.7469
4.777 -23.9800 -5.6058 15.5001
4.778 -23.7458 -5.4722 15.5503
4.779 -23.7446 -5.6247 15.7417
4.78 -23.3675 -5.7716 15.8602
4.781 -24.0589 -5.7415 16.1383
4.782 -23.8957 -5.6328 16.0966
4.783 -23.8197 -5.6795 16.1407
4.784 -23.6591 -5.6853 16.4102
4.785 -23.5529 -5.8163 16.3575
4.786 -23.2371 -5.8056 15.9360
4.787 -23.0212 -5.9154 16.0790
4.788 -22.7911 -6.0264 15.7933
4.789 -22.9692 -6.1765 15.6101
4.79 -22.8869 -6.1961 15.8111
4.791 -23.0173 -6.3343 15.8886
4.792 -22.8671 -5.9520 15.4153
4.793 -23.3149 -5.8368 15.3423
4.794 -23.1120 -5.6286 15.1532
4.795 -23.0126 -5.8786 15.2275
4.796 -22.7909 -5.7235 15.4185
4.797 -22.4719 -5.9300 15.2326
4.798 -22.3389 -5.7938 15.3961
4.799 -21.8803 -5.3480 15.3165
4.8 -21.9784 -5.2930 15.6706
4.801 -22.0402 -5.4400 15.7675
4.802 -21.8745 -5.2878 15.9250
4.803 -21.7126 -5.4170 15.9720
4.804 -21.7863 -5.5366 15.8369
4.805 -22.0037 -5.4200 16.0195
4.806 -21.7424 -5.6723 15.9545
4.807 -21.7497 -5.9802 15.7183
4.808 -21.8943 -6.2444 15.7892
4.809 -21.6530 -5.9552 15.5537
4.81 -21.8646 -6.0454 15.8375
4.811 -21.4179 -5.9636 15.7723
4.812 -21.5179 -5.9336 15.5685
4.813 -21.9338 -5.9009 15.6808
4.814 -21.7301 -6.0354 16.0240
4.815 -21.3815 -5.9264 15.7573
4.816 -21.2125 -5.9952 15.7544
4.817 -21.2477 -6.3489 15.7030
4.818 -21.6632 -6.2458 15.4809
4.819 -21.7972 -6.1413 15.2863
4.82 -22.0922 -5.8434 15.4141
4.821 -22.2726 -5.6099 15.1405
4.822 -22.5142 -5.6125 15.1733
4.823 -22.7491 -5.4835 15.2205
4.824 -22.5894 -5.8667 15.2506
4.825 -22.7202 -6.0732 15.3855
4.826 -22.6431 -6.1286 15.4544
4.827 -22.5775 -6.1668 15.6511
4.828 -22.4765 -6.4130 15.8263
4.829 -22.7382 -6.3354 16.0325
4.83 -22.8609 -6.3275 16.2859
4.831 -22.9387 -6.4748 15.9500
4.832 -22.9932 -6.5087 16.1139
4.833 -23.1112 -6.5770 16.1801
4.834 -23.1842 -6.5762 16.2607
4.835 -23.0109 -6.7083 16.2141
4.836 -23.2975 -6.6270 16.3437
4.837 -23.4776 -6.2402 16.1510
4.838 -23.9076 -6.3433 16.2644
4.839 -24.2053 -6.3295 16.6959
4.84 -24.2501 -6.5888 16.9009
4.841 -24.0570 -6.5520 16.9522
4.842 -23.9773 -6.6407 17.0390
4.843 -24.0879 -6.3118 17.2824
4.844 -24.2140 -6.3813 17.2915
4.845 -24.0561 -6.3550 17.2073
4.846 -23.8530 -6.3672 17.2033
4.847 -23.8278 -6.3445 17.0058
4.848 -23.6840 -6.2872 17.0607
4.849 -23.4725 -6.4850 17.1486
4.85 -23.5703 -6.3222 17.1587
4.851 -23.5068 -6.1727 17.1974
4.852 -23.4224 -6.3814 17.0033
4.853 -23.4912 -6.1262 16.9321
4.854 -23.5507 -5.8164 16.5186
4.855 -23.5617 -5.6974 16.4504
4.856 -23.3959 -5.8589 16.5235
4.857 -23.4306 -5.9685 16.5580
4.858 -23.8427 -6.1319 16.4157
4.859 -23.8668 -6.2102 16.3689
4.86 -23.7482 -5.9454 16.8196
4.861 -23.9660 -5.8438 16.9612
4.862 -23.6745 -6.1241 17.0999
4.863 -23.3046 -6.0981 17.1088
4.864 -23.1613 -6.0066 17.1450
4.865 -22.9403 -5.7221 17.2274
4.866 -23.1920 -5.6470 17.3478
4.867 -23.3986 -5.8021 17.4968
4.868 -23.6175 -5.8278 17.3525
4.869 -23.8603 -5.7219 17.3838
4.87 -23.6863 -5.9652 17.5606
4.871 -23.5951 -5.9695 17.2945
4.872 -23.5770 -6.2160 17.4213
4.873 -23.8261 -6.1761 17.7834
4.874 -23.8278 -6.3132 17.6748
4.875 -23.8729 -6.2741 17.7100
4.876 -23.9777 -6.4519 17.7670
4.877 -23.9133 -6.8075 17.6784
4.878 -23.8349 -6.8569 17.6721
4.879 -23.7120 -6.6560 17.6537
4.88 -23.5073 -6.7474 17.3342
4.881 -23.5104 -6.8394 17.3093
4.882 -23.4007 -6.5980 17.1834
4.883 -23.3241 -6.6160 17.2644
4.884 -23.1835 -6.5806 17.3806
4.885 -23.0260 -6.6302 17.3733
4.886 -23.0495 -6.5300 17.6703
4.887 -22.8785 -6.8749 17.7270
4.888 -22.8270 -6.6864 17.9280
4.889 -22.6688 -6.4336 17.8835
4.89 -22.6807 -6.3643 17.6461
4.891 -22.8409 -6.3885 17.2801
4.892 -22.8401 -6.4609 17.2782
4.893 -23.1285 -6.7966 17.4361
4.894 -23.1060 -6.7860 17.5622
4.895 -23.1884 -6.7090 17.7920
4.896 -22.9162 -6.6971 17.6572
4.897 -22.9816 -6.5572 17.2458
4.898 -22.9995 -6.4179 17.4142
4.899 -22.7412 -6.5431 17.4378
4.9 -23.0007 -6.4554 17.5737
4.901 -22.8032 -6.2994 17.6488
4.902 -22.5514 -6.1647 17.6788
4.903 -22.6400 -6.1742 17.7695
4.904 -22.2967 -6.1072 17.8503
4.905 -22.0626 -5.9335 17.9925
4.906 -21.9883 -5.8606 17.9218
4.907 -21.9907 -5.9361 17.9439
4.908 -21.8288 -5.9177 17.7498
4.909 -21.8805 -6.1145 17.6919
4.91 -22.0984 -6.2247 17.7892
4.911 -22.0997 -5.9597 17.9908
4.912 -22.3247 -5.9856 18.1146
4.913 -22.1636 -5.9990 17.8594
4.914 -22.0252 -6.2916 17.8022
4.915 -21.7727 -6.8024 18.0274
4.916 -21.7473 -6.6292 17.7980
4.917 -21.8789 -6.5097 17.8555
4.918 -21.7569 -5.8019 18.0863
4.919 -21.4898 -5.5524 18.2096
4.92 -21.4657 -5.5529 18.2344
4.921 -21.7229 -5.3042 18.1832
4.922 -21.6695 -5.0055 18.4795
4.923 -21.4949 -4.9157 18.3096
4.924 -21.6050 -5.2472 17.9345
4.925 -21.5291 -5.3399 18.0276
4.926 -21.2072 -5.2880 18.0679
4.927 -21.4782 -5.2629 18.4072
4.928 -21.4476 -5.3095 18.5430
4.929 -21.3530 -5.2850 18.6980
4.93 -21.3355 -5.3946 18.8368
4.931 -21.2445 -5.4295 18.6220
4.932 -20.9815 -5.6824 18.4366
4.933 -20.8369 -5.6564 18.4990
4.934 -21.1679 -5.5574 18.2900
4.935 -21.2970 -5.3746 18.1420
4.936 -21.3696 -5.3278 18.3316
4.937 -21.3525 -5.2201 18.4353
4.938 -21.4521 -5.1974 18.4285
4.939 -21.7488 -4.8285 18.0267
4.94 -21.7712 -5.0597 18.0671
4.941 -21.9144 -5.1089 18.3608
4.942 -21.9882 -5.2087 18.2677
4.943 -21.9262 -4.9288 18.0263
4.944 -22.1381 -5.0546 17.7938
4.945 -21.9208 -5.2880 18.2151
4.946 -21.8436 -5.7880 18.3100
4.947 -21.7763 -5.6611 18.0815
4.948 -22.0050 -5.5928 18.2334
4.949 -22.2521 -5.5464 18.2027
4.95 -22.3270 -5.5625 18.2086
4.951 -22.0995 -5.6987 18.2064
4.952 -22.4107 -5.6925 18.1761
4.953 -22.4110 -5.9273 18.3148
4.954 -22.2896 -5.7382 18.2963
4.955 -22.2825 -5.3731 18.3203
4.956 -22.4429 -5.4872 18.4368
4.957 -22.3957 -5.3561 18.3468
4.958 -22.3179 -5.4037 18.2924
4.959 -22.6181 -5.5303 18.1335
4.96 -22.3401 -5.5941 18.0232
4.961 -22.1556 -5.8322 18.0733
4.962 -22.2187 -5.7320 18.2691
4.963 -22.2812 -5.6503 17.8215
4.964 -22.5357 -5.7455 17.7825
4.965 -22.3739 -6.2317 17.7568
4.966 -22.3379 -6.1668 17.6356
4.967 -22.1843 -6.1911 17.7334
4.968 -21.9148 -6.1756 17.3789
4.969 -22.0133 -6.0528 17.4305
4.97 -21.9898 -6.3357 17.1126
4.971 -22.2822 -6.5763 16.9819
4.972 -22.0438 -6.4098 17.1336
4.973 -21.8385 -6.3857 17.1584
4.974 -21.9061 -6.6891 17.2354
4.975 -21.5032 -6.7517 17.2445
4.976 -21.9742 -6.6061 17.1489
4.977 -22.1142 -6.8588 17.0942
4.978 -21.6610 -7.0708 17.1103
4.979 -21.3984 -7.1830 16.7016
4.98 -21.4846 -6.9291 16.5770
4.981 -21.4632 -7.1156 16.5317
4.982 -21.3169 -7.3957 16.5529
4.983 -21.4020 -7.3682 16.4553
4.984 -21.2915 -7.8754 16.5658
4.985 -21.5988 -7.9921 16.3306
4.986 -21.5496 -7.8353 16.1851
4.987 -21.6321 -8.0375 16.4872
4.988 -21.3922 -8.0685 16.5283
4.989 -20.9228 -7.9140 16.4472
4.99 -20.8960 -7.8484 16.4156
4.991 -20.7002 -7.8194 16.1914
4.992 -20.3901 -7.9494 15.8842
4.993 -20.5331 -8.0006 15.9736
4.994 -20.8780 -8.1482 15.9134
4.995 -21.0496 -8.3144 15.9078
4.996 -20.9255 -8.2011 16.1694
4.997 -20.8322 -8.1099 16.0626
4.998 -20.5992 -8.1591 15.9595
4.999 -20.6122 -8.0600 16.0237
5.0 -20.4578 -8.3043 16.5019
